상호명,상권업종중분류명,시도명,시군구명,행정동명,경도,위도
연인노래,주점,전북특별자치도,정읍시,수성동,126.852570145851,35.5676566815434
다온마루,섬유·의복·신발 소매,전북특별자치도,완주군,이서면,127.01055691692,35.8207445976357
봄아이안경원,안경·정밀기기 소매,전북특별자치도,전주시 덕진구,여의동,127.077692747389,35.8421338641268
어사진미,한식,전북특별자치도,무주군,설천면,127.756829294839,35.9095308082172
뱅뱅어패럴홈플러스주,섬유·의복·신발 소매,전북특별자치도,익산시,영등2동,126.97222051202,35.9589035264467
어라운드,비알코올 ,전북특별자치도,전주시 덕진구,인후2동,127.144266078841,35.84483022919
모아헤어클럽,이용·미용,전북특별자치도,정읍시,태인면,126.941474279464,35.651715033999
우리복권방,유원지·오락,전북특별자치도,군산시,신풍동,126.703011816201,35.9721479300926
늘봄가든,한식,전북특별자치도,임실군,임실읍,127.288473531819,35.6325379350387
본헤어,이용·미용,전북특별자치도,군산시,경암동,126.729921011144,35.9750954634393
아누,비알코올 ,전북특별자치도,무주군,무주읍,127.661102781162,36.0038230417838
쿨,주점,전북특별자치도,전주시 덕진구,인후1동,127.157454085467,35.8359002442238
씨유완주,종합 소매,전북특별자치도,완주군,봉동읍,127.124563950341,35.9587069129044
모래내약국,의약·화장품 소매,전북특별자치도,전주시 덕진구,인후2동,127.145772447712,35.833247257966
우리솔루션,컴퓨터 수리,전북특별자치도,전주시 완산구,효자5동,127.101456501351,35.832490717881
온누리장례식장,장례식장 ,전북특별자치도,순창군,순창읍,127.14372031785,35.3677499937062
커피앤쿠키,비알코올 ,전북특별자치도,익산시,여산면,127.083842999229,36.0585807696512
플러스산업,고용 알선,전북특별자치도,익산시,삼성동,126.989369241219,35.9593568905966
해성처럼,섬유·의복·신발 소매,전북특별자치도,남원시,죽항동,127.376850180275,35.4066084799073
다숲엔지니어링유,기술 서비스,전북특별자치도,군산시,나운1동,126.697088353291,35.9729352216601
알파무주점,오락용품 소매,전북특별자치도,무주군,무주읍,127.662247048897,36.0080253996396
호성전주병원,병원,전북특별자치도,전주시 덕진구,호성동,127.1479018987,35.8654555277218
한길전장,자동차 수리·세차,전북특별자치도,군산시,미성동,126.637292834666,35.9687048181493
온유한약국,의약·화장품 소매,전북특별자치도,전주시 완산구,효자5동,127.099625419004,35.8285447359035
동원순대,한식,전북특별자치도,완주군,삼례읍,127.079792756698,35.9163505637072
로로,섬유·의복·신발 소매,전북특별자치도,익산시,삼기면,126.997592880641,36.0126834647707
완전환경,청소·방제,전북특별자치도,전주시 덕진구,인후2동,127.151127309026,35.8439205401262
그때그할인마트,기타 생활용품 소매,전북특별자치도,진안군,진안읍,127.428884147232,35.7923744965176
명품드림,종합 소매,전북특별자치도,임실군,임실읍,127.28230270984,35.6138328261766
아다암스,비알코올 ,전북특별자치도,전주시 완산구,효자2동,127.116928814947,35.8097468814182
형제비석,기타 상품 소매,전북특별자치도,전주시 덕진구,덕진동,127.123576994617,35.851585667681
중앙사,시계·귀금속 소매,전북특별자치도,완주군,고산면,127.206824409727,35.9747795589625
에스와이에스리테일주,가전·통신 소매,전북특별자치도,전주시 완산구,서신동,127.12318981529,35.8302893611368
신백세건강원,식료품 소매,전북특별자치도,고창군,무장면,126.560512594895,35.4140219282416
벽창호쎄덱커튼인테리어,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,서신동,127.1223829439,35.8309661293906
비케이모바일,가전·통신 소매,전북특별자치도,전주시 완산구,효자3동,127.113880314353,35.8056941282255
궁찻집,비알코올 ,전북특별자치도,정읍시,수성동,126.857072094065,35.5669320516167
배떡김제,기타 간이,전북특별자치도,김제시,신풍동,126.905459244558,35.7964098543569
옛날팥죽,한식,전북특별자치도,정읍시,수성동,126.856399337181,35.5668591483274
씨유나운대로점,종합 소매,전북특별자치도,군산시,나운1동,126.691503291298,35.9636563025778
중식당천지,중식,전북특별자치도,익산시,황등면,126.945211329363,35.99917952097
우리집,기타 간이,전북특별자치도,전주시 완산구,풍남동,127.145680495803,35.8132123719579
우성이엔씨유,기술 서비스,전북특별자치도,남원시,도통동,127.39110078999,35.4167570524584
명가국밥,한식,전북특별자치도,고창군,대산면,126.600661183382,35.3390453377286
전주친환경,식료품 소매,전북특별자치도,전주시 덕진구,우아2동,127.186537648792,35.8534240945732
푸른떡집,기타 간이,전북특별자치도,완주군,이서면,127.054999432676,35.8391902677
호텔마리,일반 숙박,전북특별자치도,군산시,경암동,126.725541808549,35.9782037966736
지유산업,광고,전북특별자치도,부안군,줄포면,126.701330295702,35.6045551607722
폼나는자유,장식품 소매,전북특별자치도,전주시 완산구,풍남동,127.143646345254,35.8142062068105
향토바지락죽,한식,전북특별자치도,부안군,변산면,126.471557532686,35.6285067187241
로얄타이어,자동차 수리·세차,전북특별자치도,완주군,삼례읍,127.061948486406,35.9077812259249
서울광고기획,광고,전북특별자치도,전주시 완산구,노송동,127.15586622909,35.8276197527097
진우건축사사무소,기술 서비스,전북특별자치도,임실군,임실읍,127.289797630471,35.6170506563702
전주다복한과,기타 간이,전북특별자치도,전주시 덕진구,인후2동,127.143049126051,35.8328720018301
스타패션,섬유·의복·신발 소매,전북특별자치도,부안군,변산면,126.473895965012,35.6203694016087
본참치송천,일식,전북특별자치도,전주시 덕진구,송천1동,127.126811714669,35.8599279167812
해빛전주역점,종합 소매,전북특별자치도,전주시 덕진구,우아1동,127.159384538261,35.849272343941
오가든,한식,전북특별자치도,익산시,영등2동,126.978971101234,35.9600044117691
소소블리,비알코올 ,전북특별자치도,정읍시,내장상동,126.872565164445,35.5633712692371
훼미리통닭,기타 간이,전북특별자치도,익산시,영등2동,126.976354933226,35.960094048824
연화상회,담배 소매,전북특별자치도,김제시,죽산면,126.811370457736,35.7549760159788
에쓰메딕,장식품 소매,전북특별자치도,전주시 완산구,노송동,127.1516629024,35.8229025325397
씨유태평아이파크,종합 소매,전북특별자치도,전주시 완산구,중앙동,127.134952503089,35.8226791151985
미소페,섬유·의복·신발 소매,전북특별자치도,김제시,용지면,126.993095115241,35.8176445251376
업소명없음,기타 간이,전북특별자치도,전주시 덕진구,우아1동,127.161851562356,35.8485029793139
판다팜함열점,종합 소매,전북특별자치도,익산시,함열읍,126.96672908329,36.074620217274
위니스잉글리쉬영어교습소,일반 교육,전북특별자치도,익산시,모현동,126.932829491852,35.9521196297691
루엔메디무용학원,기타 교육,전북특별자치도,군산시,나운2동,126.701752714544,35.9620239391142
전라고매점,종합 소매,전북특별자치도,전주시 덕진구,송천1동,127.126579688801,35.8602255753138
경원해물찜아구찜,한식,전북특별자치도,장수군,장수읍,127.520598760835,35.6463320625053
다함공인중개사사무소,부동산 서비스,전북특별자치도,전주시 완산구,효자1동,127.125079885609,35.8075756485835
풍천장어,한식,전북특별자치도,완주군,구이면,127.108256075998,35.7294430201411
온정식당,한식,전북특별자치도,전주시 완산구,삼천3동,127.087595466393,35.7579039776672
우리집식당,한식,전북특별자치도,익산시,여산면,127.105118093874,36.0487496595369
도움공인중개사사무소,부동산 서비스,전북특별자치도,전주시 완산구,효자4동,127.090550761355,35.8190706606839
이조떡방앗간,기타 간이,전북특별자치도,전주시 완산구,서신동,127.111517028296,35.8325629174649
가마꿉,기타 간이,전북특별자치도,전주시 덕진구,송천1동,127.130553819948,35.86666528592
준마트,종합 소매,전북특별자치도,전주시 덕진구,인후2동,127.145664242127,35.8345992759199
문성떡방앗간,기타 간이,전북특별자치도,김제시,요촌동,126.882618269623,35.8017342173253
리폼생각,기타 가정용품 수리,전북특별자치도,순창군,순창읍,127.145033932618,35.3762299117368
믿음카센타,자동차 수리·세차,전북특별자치도,익산시,팔봉동,127.026497616346,35.9709083202754
황태노가리,기타 간이,전북특별자치도,완주군,이서면,127.054114203086,35.839560185269
아리수,주점,전북특별자치도,전주시 덕진구,우아2동,127.168550464022,35.838832304774
장터,종합 소매,전북특별자치도,전주시 덕진구,혁신동,127.062381984902,35.8390064107707
원평마을금고주유소,연료 소매,전북특별자치도,김제시,금산면,126.991434616203,35.7207580561935
안경매니져,안경·정밀기기 소매,전북특별자치도,정읍시,수성동,126.854949203646,35.5819180813275
중앙웰빙팥죽,한식,전북특별자치도,전주시 완산구,노송동,127.143346068052,35.8256705920707
영에스테틱,이용·미용,전북특별자치도,전주시 완산구,노송동,127.143027578348,35.8270318725849
운주상회,종합 소매,전북특별자치도,완주군,운주면,127.27862976811,36.0923343487862
솜리뼈다구탕전주점,한식,전북특별자치도,전주시 완산구,중화산1동,127.124794268516,35.8159576765595
노고단종합식품,식료품 소매,전북특별자치도,남원시,노암동,127.383097530154,35.3891032687044
오비뇨기과의원,의원,전북특별자치도,남원시,죽항동,127.387772214544,35.4091426603087
매운양푼왕갈비,한식,전북특별자치도,남원시,금동,127.371494120345,35.4005682214325
광천수낚시터,유원지·오락,전북특별자치도,익산시,춘포면,127.057593767686,35.9216265393337
오헤브데이,일반 숙박,전북특별자치도,남원시,운봉읍,127.547405966052,35.4334368018869
렛츠스터디카페,도서관·사적지,전북특별자치도,전주시 덕진구,호성동,127.151581862907,35.8617467900228
창의플러스,오락용품 소매,전북특별자치도,전주시 완산구,삼천3동,127.112648773188,35.7954118750782
연우떡방아,기타 간이,전북특별자치도,완주군,삼례읍,127.072741458339,35.9110016380266
친절한세탁소,세탁,전북특별자치도,남원시,금동,127.376011124,35.4060973444137
배드민턴요넥스,오락용품 소매,전북특별자치도,김제시,신풍동,126.893099735951,35.7983642560261
곶감펜션가든,일반 숙박,전북특별자치도,완주군,동상면,127.324630523461,35.994408855559
새로나약국,의약·화장품 소매,전북특별자치도,전주시 완산구,효자2동,127.117498999683,35.8062404160779
부귀산장션/숲속캠핑장,일반 숙박,전북특별자치도,진안군,부귀면,127.429938844281,35.8525924166694
박서방떡방앗간,기타 간이,전북특별자치도,정읍시,칠보면,126.989923969436,35.605078082136
이성아헤어샵,이용·미용,전북특별자치도,정읍시,내장상동,126.873358774684,35.5567295308025
해금강여관,일반 숙박,전북특별자치도,군산시,소룡동,126.676819365368,35.9733690093502
정산건강식품,식료품 소매,전북특별자치도,김제시,금산면,126.995544775827,35.7427493668253
현민건축사사무소,기술 서비스,전북특별자치도,전주시 완산구,중화산2동,127.12170579532,35.8151316831201
문화회관,한식,전북특별자치도,전주시 완산구,풍남동,127.148333347377,35.8176974055379
봉림1,연료 소매,전북특별자치도,완주군,고산면,127.221242332769,35.9882453214989
잎새달,서양식,전북특별자치도,익산시,여산면,127.078589538247,36.0549974533698
지센평화점,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,평화2동,127.131266054184,35.7949333471244
옥금농장[OKFARM],식료품 소매,전북특별자치도,익산시,동산동,126.963310901607,35.9286914954056
더꼬치다,한식,전북특별자치도,군산시,나운1동,126.704162206093,35.9698886734604
해동,스포츠 서비스,전북특별자치도,정읍시,내장상동,126.87256961598,35.5605592215502
카페달곰,비알코올 ,전북특별자치도,전주시 완산구,풍남동,127.152917869359,35.8136990769901
전주시민미디어센터,교육 지원,전북특별자치도,전주시 완산구,중앙동,127.143701064045,35.8200102583305
장수한우소머리곰탕,한식,전북특별자치도,군산시,미성동,126.672779824329,35.9581722630842
차돌식당,한식,전북특별자치도,부안군,부안읍,126.733800247035,35.7270973048469
전미지역아동센터,교육 지원,전북특별자치도,전주시 덕진구,송천2동,127.108907611446,35.8829814962782
바디앤유,이용·미용,전북특별자치도,전주시 덕진구,인후3동,127.161635207458,35.8291622976713
울엄마집밥,한식,전북특별자치도,전주시 덕진구,우아1동,127.159384538261,35.849272343941
진원흑염소가든,한식,전북특별자치도,남원시,왕정동,127.371142126291,35.4150354312319
너더리식당,한식,전북특별자치도,남원시,아영면,127.6129544845,35.5077401668016
다래원,한식,전북특별자치도,완주군,화산면,127.143150122296,36.0793789101933
아이엠무주,유원지·오락,전북특별자치도,무주군,안성면,127.65442119056,35.8378356058713
곱창이최고예요미룡점,한식,전북특별자치도,군산시,나운3동,126.68717668728,35.947585072347
카케어,자동차 수리·세차,전북특별자치도,익산시,삼성동,126.989701124845,35.964548059093
예다원,일반 숙박,전북특별자치도,남원시,주천면,127.446610945961,35.3920848468631
족발예찬,한식,전북특별자치도,전주시 덕진구,송천1동,127.129657183651,35.8668014448926
요넥스,오락용품 소매,전북특별자치도,부안군,부안읍,126.729546576387,35.7233205033045
즐거운공방,장식품 소매,전북특별자치도,익산시,동산동,126.976164311241,35.9304161120805
카페달링,비알코올 ,전북특별자치도,익산시,영등1동,126.970448627396,35.9542166537522
마령주유소,연료 소매,전북특별자치도,진안군,마령면,127.368382936032,35.7316496564674
천일용역,청소·방제,전북특별자치도,익산시,신동,126.965912849645,35.9593435082208
씨앤비어,기타 간이,전북특별자치도,김제시,만경읍,126.816983887868,35.8529338199807
믿음결혼상담소,기타 개인,전북특별자치도,전주시 덕진구,인후2동,127.145574102511,35.8337251650636
헌터휠카센타,자동차 수리·세차,전북특별자치도,전주시 덕진구,송천1동,127.121460737865,35.8576352466083
상상미디어,가전·통신 소매,전북특별자치도,순창군,순창읍,127.137121060224,35.3760318451315
진석이엔지,기타 상품 소매,전북특별자치도,익산시,영등1동,126.974750992741,35.9492968599995
에스티아트,가전제품 수리,전북특별자치도,전주시 완산구,효자4동,127.090056668647,35.8028933815062
단야공인중개사사무소,부동산 서비스,전북특별자치도,김제시,요촌동,126.884472295844,35.8049174707461
백세건강메디칼호남지사,의약·화장품 소매,전북특별자치도,남원시,사매면,127.370015902547,35.4672879112129
우리세탁소,세탁,전북특별자치도,전주시 완산구,중앙동,127.139175413013,35.8201687976162
민뷰티샵,의약·화장품 소매,전북특별자치도,부안군,부안읍,126.736060497368,35.7388458430345
캐나다피이씨유,일반 교육,전북특별자치도,전주시 완산구,중화산2동,127.115473208209,35.8207707102592
헬프힐링센터,이용·미용,전북특별자치도,군산시,나운3동,126.693274352898,35.9442752416195
복권매니아,유원지·오락,전북특별자치도,전주시 덕진구,덕진동,127.121784521154,35.8449362287145
자매식당,한식,전북특별자치도,완주군,소양면,127.241103258317,35.8605009678811
아우토스트라세,자동차 부품 소매,전북특별자치도,전주시 완산구,완산동,127.132990863687,35.8076572838435
해원공예촌,장식품 소매,전북특별자치도,부안군,변산면,126.504268132187,35.6461756084831
네일팔레트,이용·미용,전북특별자치도,장수군,장수읍,127.519429378391,35.6516095673899
우신유통,섬유·의복·신발 소매,전북특별자치도,익산시,팔봉동,127.008502925204,35.9643499271714
잉꼬사진관,사진 촬영,전북특별자치도,고창군,고창읍,126.696880674232,35.4350362301632
몬주익213,비알코올 ,전북특별자치도,군산시,나운3동,126.69449233694,35.9445757563719
들녘한우방,한식,전북특별자치도,김제시,청하면,126.839750285272,35.9051127143575
용담슈퍼,종합 소매,전북특별자치도,진안군,용담면,127.52162412958,35.9540961464521
자희공방,기타 가정용품 수리,전북특별자치도,전주시 완산구,효자3동,127.114469692856,35.8000696882763
성영공인중개사사무소,부동산 서비스,전북특별자치도,군산시,나운1동,126.702761378582,35.9709306437324
백마산가든,한식,전북특별자치도,전주시 완산구,효자4동,127.085428788079,35.8204263007871
이조갈비,한식,전북특별자치도,임실군,오수면,127.327451454142,35.5394250400095
용풍환경,청소·방제,전북특별자치도,전주시 완산구,삼천2동,127.122053891883,35.7967545915121
초록우산,비알코올 ,전북특별자치도,완주군,삼례읍,127.064728526289,35.9071038239457
가르아미용실,이용·미용,전북특별자치도,전주시 덕진구,우아2동,127.169180358176,35.8331444867119
청춘식탁와이에이씨에스,한식,전북특별자치도,전주시 완산구,중화산2동,127.122360561091,35.8163837710018
다모아당구클럽,스포츠 서비스,전북특별자치도,고창군,고창읍,126.695757507176,35.434997352827
부성공조캐리어에어컨,가전·통신 소매,전북특별자치도,군산시,미성동,126.674878462454,35.9627111796943
성신당한약방,식료품 소매,전북특별자치도,전주시 덕진구,우아1동,127.157921144815,35.8537625261395
스윗드림베이크샵,기타 간이,전북특별자치도,익산시,삼성동,126.9943357433,35.955040287083
이미지업,사진 촬영,전북특별자치도,전주시 완산구,효자2동,127.118439485965,35.8062755437204
다래,욕탕·신체관리,전북특별자치도,익산시,삼성동,126.996685620801,35.9566806325572
에스와이에스리테일효천점,가전·통신 소매,전북특별자치도,전주시 완산구,효자4동,127.107416712673,35.8039786653692
동김제농업협동조합낙성지점,종합 소매,전북특별자치도,김제시,금구면,126.997311072142,35.8178339582268
현대지업사,철물·건설자재 소매,전북특별자치도,전주시 완산구,노송동,127.154373301984,35.8281894723845
대명상사,기타 생활용품 소매,전북특별자치도,전주시 완산구,평화1동,127.137941723321,35.7978639931811
들바다,식료품 소매,전북특별자치도,부안군,진서면,126.588532917755,35.6106399531896
천천가스,연료 소매,전북특별자치도,장수군,천천면,127.53585223689,35.7346074171595
라쎈다커피나루터,비알코올 ,전북특별자치도,순창군,적성면,127.195509839073,35.3929684839837
성원기획,기타 사업 서비스,전북특별자치도,김제시,요촌동,126.891086547543,35.7981821965316
리틀리버데이스쿨주,일반 교육,전북특별자치도,전주시 완산구,효자5동,127.102172797297,35.8214406713799
백궁,한식,전북특별자치도,익산시,삼성동,126.997816188283,35.9599611722625
꽃피는민박,일반 숙박,전북특별자치도,고창군,해리면,126.484154047786,35.469988435469
미장아이파크보석공인중개사무소,부동산 서비스,전북특별자치도,군산시,수송동,126.725269475263,35.9608003230197
알비스,연료 소매,전북특별자치도,전주시 덕진구,여의동,127.087269344727,35.8742480119059
호남제1주유소,연료 소매,전북특별자치도,전주시 덕진구,여의동,127.077226281429,35.8519308233366
정수영세무사사무소,회계·세무,전북특별자치도,완주군,봉동읍,127.12593318811,35.9623374773086
오케이슈퍼,종합 소매,전북특별자치도,고창군,무장면,126.559026584813,35.4159813735054
수정반점,중식,전북특별자치도,익산시,함열읍,126.964829234185,36.0780082704586
군산신재생에너지사회적협동조합,본사·경영 컨설팅,전북특별자치도,군산시,중앙동,126.719348200621,35.9863276043621
전북인쇄디자인,광고,전북특별자치도,전주시 덕진구,진북동,127.143077572143,35.830222268772
씨유군산수송,종합 소매,전북특별자치도,군산시,수송동,126.714100984874,35.9684707884163
더나인광고기획,전문 디자인,전북특별자치도,진안군,진안읍,127.422948763546,35.7849421193489
코오롱패션지오투전주평화점,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,평화2동,127.12797913659,35.7940626644939
셈틀사랑라온펀,가전·통신 소매,전북특별자치도,익산시,신동,126.959571310474,35.9608646346451
동산참조은약국,의약·화장품 소매,전북특별자치도,전주시 덕진구,여의동,127.076481677183,35.8719661826476
대경공인중개사사무소,부동산 서비스,전북특별자치도,전주시 완산구,효자5동,127.104032713374,35.8220699581409
제니러브스젤라또,기타 간이,전북특별자치도,전주시 완산구,중앙동,127.140004100692,35.8194558398622
건화,본사·경영 컨설팅,전북특별자치도,전주시 덕진구,송천2동,127.117331700496,35.8579547887431
이일공구철물,철물·건설자재 소매,전북특별자치도,익산시,마동,126.969443179734,35.9457897961156
CU고창,종합 소매,전북특별자치도,고창군,흥덕면,126.698968176471,35.519124492939
에프엠워터,가전·통신 소매,전북특별자치도,전주시 덕진구,인후1동,127.156811377283,35.8411373877247
제이엘마카롱,기타 간이,전북특별자치도,익산시,영등1동,126.973895953288,35.9541093041577
잇슈,광고,전북특별자치도,전주시 덕진구,인후2동,127.151611789395,35.8483901592672
영복슈퍼,종합 소매,전북특별자치도,순창군,순창읍,127.14265578047,35.375610827487
초록조경,조경·유지,전북특별자치도,전주시 완산구,삼천2동,127.128324268113,35.7954322178302
일등,가전제품 수리,전북특별자치도,전주시 덕진구,우아2동,127.171502613907,35.8270937538035
명성전기전자,가전제품 수리,전북특별자치도,정읍시,연지동,126.846607013418,35.5767883931975
은창광고,인쇄·제품제작,전북특별자치도,전주시 덕진구,인후2동,127.144748852276,35.842477369464
대통령공인중개사사무소,부동산 서비스,전북특별자치도,전주시 덕진구,여의동,127.077394587215,35.8428550622908
맨체스트,섬유·의복·신발 소매,전북특별자치도,남원시,금동,127.378819114025,35.4062508075938
보통청년들의기살리기협동조합,교육 지원,전북특별자치도,전주시 완산구,평화2동,127.130510690529,35.7930234896608
온도네일,이용·미용,전북특별자치도,군산시,조촌동,126.733306255308,35.9740305660804
컬러풀헤어,이용·미용,전북특별자치도,전주시 완산구,서신동,127.114343098556,35.8275222254688
보람서점,오락용품 소매,전북특별자치도,정읍시,초산동,126.865056417978,35.5550080554696
래빗아트공방,장식품 소매,전북특별자치도,군산시,중앙동,126.715535466471,35.9858049225068
파크리움,부동산 서비스,전북특별자치도,전주시 덕진구,덕진동,127.121153695255,35.8450179794398
책사랑영화사랑24시슈퍼,가정용품 대여,전북특별자치도,군산시,경암동,126.729831053319,35.9754647670206
전주시스템시스템옴므,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,효자5동,127.110063628272,35.8139622541497
고기명가정육점,식료품 소매,전북특별자치도,전주시 완산구,평화2동,127.135213837123,35.7875295919368
에스핏운동센터,기타 교육,전북특별자치도,전주시 덕진구,혁신동,127.059978571196,35.8369437534749
리틀명동,이용·미용,전북특별자치도,전주시 덕진구,인후3동,127.162654082358,35.8349289736879
옛촌,한식,전북특별자치도,전주시 완산구,중화산2동,127.120587356932,35.8145650158308
대광통신,가전·통신 소매,전북특별자치도,전주시 덕진구,덕진동,127.125942696446,35.8424805247802
현대에너지공조,가전제품 수리,전북특별자치도,부안군,부안읍,126.734745889625,35.7319121820778
고구려,주점,전북특별자치도,전주시 완산구,효자5동,127.09989923968,35.8350966589886
더리터,비알코올 ,전북특별자치도,정읍시,내장상동,126.868909035874,35.5596990629468
제아기획,인쇄·제품제작,전북특별자치도,익산시,팔봉동,126.999523361356,35.9548151096544
대박순대국,한식,전북특별자치도,전주시 덕진구,조촌동,127.072397374473,35.8737892438655
부따뜻한밥상,한식,전북특별자치도,부안군,하서면,126.621405129832,35.7406666809275
전주농협로컬푸드&하나로마트아중점,종합 소매,전북특별자치도,전주시 덕진구,우아2동,127.168267301885,35.8357774402636
장수군농민회,식료품 소매,전북특별자치도,장수군,장수읍,127.517469747611,35.6491034474676
비비,비알코올 ,전북특별자치도,전주시 완산구,평화2동,127.115655926011,35.7788798162304
다둥이에어컨,가전제품 수리,전북특별자치도,익산시,남중동,126.95063258337,35.9492262764047
매직화장품,의약·화장품 소매,전북특별자치도,익산시,영등1동,126.975681345476,35.9515501551535
연현법인,식료품 소매,전북특별자치도,무주군,무주읍,127.661953209521,36.0047195659975
해리스테이펜션,일반 숙박,전북특별자치도,고창군,해리면,126.469364918349,35.4940070260691
솜초밥,일식,전북특별자치도,전주시 완산구,효자5동,127.104690775415,35.8175720973696
하랑직업소개소,고용 알선,전북특별자치도,익산시,남중동,126.959784456274,35.9558898615713
오수자전차,오락용품 소매,전북특별자치도,임실군,임실읍,127.281651565234,35.6169978709642
모정가든,한식,전북특별자치도,익산시,어양동,126.98230557418,35.9699366039734
링스모텔,일반 숙박,전북특별자치도,익산시,인화동,126.946709621242,35.9316503675742
골목네일,이용·미용,전북특별자치도,남원시,도통동,127.393526107498,35.4151177951833
효자동GS컴퓨터노트북사무기기,컴퓨터 수리,전북특별자치도,전주시 완산구,효자2동,127.123128751189,35.8050811662973
골드공인중개사무소,부동산 서비스,전북특별자치도,완주군,용진읍,127.177697486673,35.8904428871211
이글스크럽,주점,전북특별자치도,군산시,월명동,126.711419773633,35.9893189111543
올디너리데이모드니,기타 생활용품 소매,전북특별자치도,전주시 완산구,중화산1동,127.130389885397,35.813869824698
매드,비알코올 ,전북특별자치도,전주시 덕진구,여의동,127.070138552932,35.8362352721553
파리바게뜨리첼점,기타 간이,전북특별자치도,군산시,수송동,126.720195544008,35.969323302399
대영엔터프라이즈,운송장비 대여,전북특별자치도,전주시 덕진구,팔복동,127.086579121757,35.8505094766905
대가풍천장어,한식,전북특별자치도,군산시,나운1동,126.702633407543,35.9695784749798
미소헤어,이용·미용,전북특별자치도,전주시 완산구,서신동,127.126408755344,35.8292585838558
사거리식당,한식,전북특별자치도,부안군,부안읍,126.734641430503,35.7267476667914
청림환경,철물·건설자재 소매,전북특별자치도,군산시,수송동,126.715431603651,35.9714930878592
토베더,유원지·오락,전북특별자치도,전주시 완산구,풍남동,127.151499926654,35.8186668172929
제일체육사,오락용품 소매,전북특별자치도,남원시,죽항동,127.38161767173,35.4090721306914
업소명없음,식료품 소매,전북특별자치도,부안군,줄포면,126.676894215545,35.5831495684019
좋은사람공인중개사사무소,부동산 서비스,전북특별자치도,전주시 덕진구,우아1동,127.155688146755,35.8554237486426
리빙공인중개사사무소,부동산 서비스,전북특별자치도,전주시 완산구,효자4동,127.102491173336,35.8022435277294
온네일,이용·미용,전북특별자치도,김제시,신풍동,126.896340992291,35.7984842584004
신성이용원,이용·미용,전북특별자치도,김제시,용지면,126.955595889134,35.8541014365013
우리펜션,일반 숙박,전북특별자치도,무주군,설천면,127.758225898041,35.9096121196068
효승이미용실,이용·미용,전북특별자치도,남원시,죽항동,127.384509660345,35.406025524134
몽키상회,담배 소매,전북특별자치도,익산시,평화동,126.943960885664,35.9324331981314
에스제이,운송장비 대여,전북특별자치도,전주시 완산구,효자4동,127.100831543033,35.8021457921104
옛날삼겹살,한식,전북특별자치도,무주군,무주읍,127.65869602549,36.0078286620829
베로니카,섬유·의복·신발 소매,전북특별자치도,전주시 덕진구,우아2동,127.169772135237,35.8303858032691
길목,한식,전북특별자치도,전주시 완산구,삼천3동,127.086742132635,35.7561290941604
헤어나라피부나라,이용·미용,전북특별자치도,정읍시,내장상동,126.876193666431,35.556534189087
제이팜,유원지·오락,전북특별자치도,군산시,미성동,126.667971480523,35.9416664274381
강부자공인중개사사무소,부동산 서비스,전북특별자치도,전주시 덕진구,우아1동,127.158693044336,35.8522383885525
토속막걸리,주점,전북특별자치도,정읍시,수성동,126.854037776656,35.5673790650503
콩샌새만금점,기타 간이,전북특별자치도,군산시,소룡동,126.566178974733,35.9635751173432
동국공인중개사사무소,부동산 서비스,전북특별자치도,전주시 덕진구,여의동,127.076114783679,35.8704162606572
성림건축사사무소,기술 서비스,전북특별자치도,익산시,인화동,126.951364573985,35.9303906019449
린나이전북총판,가전·통신 소매,전북특별자치도,전주시 덕진구,진북동,127.140572070192,35.8277828143395
마리호텔공원점,일반 숙박,전북특별자치도,전주시 덕진구,덕진동,127.119972551663,35.8471911921477
가로수회관,한식,전북특별자치도,전주시 덕진구,진북동,127.131434777185,35.823485134239
모니카의상실,기타 가정용품 수리,전북특별자치도,부안군,부안읍,126.732949176539,35.7270954191047
크린하우스,세탁,전북특별자치도,진안군,진안읍,127.429427528454,35.7926249090535
코사마트,종합 소매,전북특별자치도,군산시,해신동,126.707228750639,35.9891104859751
수진헤어삽,이용·미용,전북특별자치도,완주군,용진읍,127.175812594431,35.9345886711293
예뻐질시간,이용·미용,전북특별자치도,전주시 완산구,서신동,127.113528578709,35.8306323408914
정읍천수공인중개사사무소,부동산 서비스,전북특별자치도,정읍시,수성동,126.854089629714,35.5813672535259
홍스헤어,이용·미용,전북특별자치도,군산시,수송동,126.715421228433,35.9712947916396
땡스덕베르베르의집,비알코올 ,전북특별자치도,고창군,신림면,126.700197379904,35.4612727054196
위브라운드,광고,전북특별자치도,전주시 완산구,효자5동,127.103590537111,35.8224308440442
대림톱밥,기타 상품 소매,전북특별자치도,군산시,흥남동,126.719947767142,35.973558527561
고향국수,한식,전북특별자치도,남원시,주생면,127.311981028742,35.3712273196664
아리따움군산소룡점,의약·화장품 소매,전북특별자치도,군산시,소룡동,126.684273950141,35.9695766362831
밥장군푸드,한식,전북특별자치도,군산시,나운1동,126.694824804284,35.9647552896005
군일분식,기타 간이,전북특별자치도,군산시,월명동,126.712227694804,35.9867072788792
이레,기타 사업 서비스,전북특별자치도,군산시,소룡동,126.554274419351,35.9554113977271
커피앤클래스,비알코올 ,전북특별자치도,정읍시,연지동,126.845619886444,35.5737768027027
