상호명,상권업종중분류명,시도명,시군구명,행정동명,경도,위도
사또보쌈,한식,전북특별자치도,순창군,순창읍,127.142081034025,35.3741874085609
일출산채식당,한식,전북특별자치도,남원시,산내면,127.579721343147,35.3741151096718
세탁소,세탁,전북특별자치도,임실군,관촌면,127.2703451798,35.674895198857
함지박식당,한식,전북특별자치도,완주군,고산면,127.209029863049,35.9744242553592
아이갓에브리씽완산,비알코올 ,전북특별자치도,전주시 완산구,효자2동,127.119787084801,35.8121774736843
윤헤어방,이용·미용,전북특별자치도,남원시,죽항동,127.378595136938,35.4077927605871
다이소하가서신센타점,종합 소매,전북특별자치도,전주시 덕진구,덕진동,127.109491677897,35.8406310373202
정천인삼,기타 상품 소매,전북특별자치도,진안군,진안읍,127.422884896502,35.7875019169727
노블발레무용학원,기타 교육,전북특별자치도,익산시,동산동,126.965005539453,35.9303953531192
벌툰전주고사점,비알코올 ,전북특별자치도,전주시 완산구,중앙동,127.144322854004,35.8211721386106
데일리,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,중앙동,127.142656266038,35.8174338987525
카페소담,비알코올 ,전북특별자치도,전주시 완산구,효자4동,127.095883435525,35.8090354864877
전주파코라반상설,섬유·의복·신발 소매,전북특별자치도,전주시 덕진구,우아2동,127.169925348187,35.8243832052158
나비엘,의약·화장품 소매,전북특별자치도,전주시 완산구,효자1동,127.126913686669,35.8057892276279
세무사최창근사무소,회계·세무,전북특별자치도,전주시 덕진구,진북동,127.133424439045,35.828737283062
또랑낙지한마당,한식,전북특별자치도,전주시 완산구,평화2동,127.132844908679,35.7930930345734
단,비알코올 ,전북특별자치도,익산시,영등1동,126.97622391854,35.9533887953239
GS25전주서호점,종합 소매,전북특별자치도,전주시 덕진구,송천2동,127.118934909371,35.8565472552313
정마트,종합 소매,전북특별자치도,전주시 완산구,서신동,127.109824907073,35.8334477088136
동영광고,인쇄·제품제작,전북특별자치도,전주시 완산구,노송동,127.150521755408,35.8222009845637
SJ텔레콤,가전·통신 소매,전북특별자치도,정읍시,신태인읍,126.885194039682,35.6876176957488
신창상회,종합 소매,전북특별자치도,김제시,청하면,126.838267239443,35.9098873330045
세무사이백현사무소,회계·세무,전북특별자치도,전주시 완산구,효자5동,127.102192207313,35.8365818068941
지현헤어샵,이용·미용,전북특별자치도,군산시,조촌동,126.744072092771,35.9739999367934
적성건강원,식료품 소매,전북특별자치도,순창군,적성면,127.207672715396,35.3972384836735
명성모텔,일반 숙박,전북특별자치도,부안군,부안읍,126.738219978288,35.7275396114232
봉삼춘네할인마트,종합 소매,전북특별자치도,전주시 완산구,서서학동,127.146367231354,35.8015401972316
지지미전,주점,전북특별자치도,전주시 완산구,효자5동,127.100087281236,35.8350063767218
선한약국,의약·화장품 소매,전북특별자치도,군산시,수송동,126.715431603651,35.9714930878592
족발타령,한식,전북특별자치도,전주시 덕진구,송천2동,127.11498616978,35.8666902068221
전주이가네한옥호두과자,기타 간이,전북특별자치도,전주시 완산구,풍남동,127.152177928947,35.8144390497621
동부모텔,일반 숙박,전북특별자치도,전주시 덕진구,진북동,127.14140817893,35.8312156286747
진성식당,한식,전북특별자치도,전주시 완산구,중앙동,127.13904182045,35.82605417706
서신식품,종합 소매,전북특별자치도,전주시 완산구,서신동,127.114518329925,35.8262422705027
웅연젓갈건어물판매장,식료품 소매,전북특별자치도,부안군,진서면,126.608886013408,35.5877249132241
반려식물,식물 소매,전북특별자치도,정읍시,내장상동,126.870073800449,35.562431259542
지담세무회계,회계·세무,전북특별자치도,전주시 덕진구,여의동,127.07620953058,35.8421528390192
웰빙새알팥죽,한식,전북특별자치도,전주시 덕진구,인후1동,127.152857903278,35.8343650274626
그린잠수풀장,기타 교육,전북특별자치도,전주시 완산구,효자5동,127.100464181118,35.8354747164815
합동중기,산업용품 대여,전북특별자치도,전주시 완산구,삼천3동,127.089418829933,35.7964498231145
씬스1904,서양식,전북특별자치도,군산시,대야면,126.807170620721,35.9417274134367
풍차백합바지락죽큰집,한식,전북특별자치도,부안군,하서면,126.580117987953,35.7001799060098
오가네집,한식,전북특별자치도,정읍시,수성동,126.856178648572,35.5792427058276
현인유통,기타 간이,전북특별자치도,고창군,신림면,126.673783496362,35.4685769223764
아리따움전북,의약·화장품 소매,전북특별자치도,부안군,부안읍,126.737742364187,35.724879819297
수덕건강원,식료품 소매,전북특별자치도,정읍시,초산동,126.851812560917,35.5597333404128
린나이보일러,기타 가정용품 수리,전북특별자치도,군산시,수송동,126.708574860986,35.9577778524807
서신세차장,자동차 수리·세차,전북특별자치도,전주시 완산구,서신동,127.119822812963,35.835952666873
작은부엌,가구 소매,전북특별자치도,전주시 완산구,서신동,127.108476905607,35.8351072481306
대양환경유,청소·방제,전북특별자치도,전주시 완산구,효자2동,127.118164036036,35.8070509003032
컴퍼니프로파일즈주,본사·경영 컨설팅,전북특별자치도,군산시,해신동,126.706790548757,35.9876584325542
크리자인,전문 디자인,전북특별자치도,완주군,이서면,127.058227248047,35.8334567446329
현대자동차운전학원,기타 교육,전북특별자치도,전주시 완산구,평화2동,127.1177775554,35.7850784669571
루르드기념의료재단완주요양병원,병원,전북특별자치도,완주군,봉동읍,127.123897687906,35.9579685862664
전주메밀방앗간송천,기타 간이,전북특별자치도,전주시 덕진구,호성동,127.150188435307,35.8743300270475
메리트검도관,기타 교육,전북특별자치도,전주시 완산구,효자4동,127.107874596918,35.7989582197482
뷰라벨,이용·미용,전북특별자치도,전주시 덕진구,송천1동,127.130671102897,35.863916335821
철진농원,식물 소매,전북특별자치도,전주시 완산구,평화1동,127.139934834763,35.7988981427711
팡팡미용실,의약·화장품 소매,전북특별자치도,완주군,이서면,127.057500115161,35.8380805500166
황경환세무;회계사무소,회계·세무,전북특별자치도,익산시,남중동,126.954776838642,35.9511565655389
장산민박,일반 숙박,전북특별자치도,고창군,상하면,126.485828877568,35.4439929814263
한올,이용·미용,전북특별자치도,전주시 완산구,효자5동,127.108749598249,35.8159462244748
르꼬끄골프롯데전주점,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,서신동,127.121834922235,35.8344635683688
청정,한식,전북특별자치도,익산시,인화동,126.954762175763,35.9379894138341
잉꼬장여관,일반 숙박,전북특별자치도,전주시 완산구,중앙동,127.146235970186,35.8144283996779
제이프린팅,인쇄·제품제작,전북특별자치도,전주시 덕진구,진북동,127.139507777754,35.8330383910984
미치코런던전주혼수랜드,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,노송동,127.14875237086,35.8228430814968
목련컴퓨터크리닝,세탁,전북특별자치도,전주시 완산구,서서학동,127.145623937487,35.8004145213284
신영건축사사무소,기술 서비스,전북특별자치도,전주시 완산구,노송동,127.15558913808,35.821734889801
고산주유소,연료 소매,전북특별자치도,완주군,고산면,127.198613476096,35.9767040504671
스타덤피씨방,유원지·오락,전북특별자치도,전주시 덕진구,덕진동,127.125159194371,35.8440044671344
VIP노래홀,주점,전북특별자치도,정읍시,연지동,126.845802850594,35.5761654727546
옥쭹가든,비알코올 ,전북특별자치도,임실군,운암면,127.105203492812,35.6185970197838
더엠,의약·화장품 소매,전북특별자치도,전주시 완산구,중화산2동,127.117980680563,35.8177310278887
크린하우스,세탁,전북특별자치도,군산시,나운3동,126.692638030874,35.9425973108159
대영유통,장식품 소매,전북특별자치도,완주군,봉동읍,127.168585112954,35.938789814081
태화당한의원,의원,전북특별자치도,김제시,만경읍,126.816077387616,35.8523826706261
세상사는이야기,주점,전북특별자치도,남원시,죽항동,127.382474852315,35.4087449457112
플랜아이스터디카페,도서관·사적지,전북특별자치도,군산시,나운2동,126.700626818368,35.96661743581
꼬꼬치킨호프,주점,전북특별자치도,완주군,용진읍,127.175812594431,35.9345886711293
네이처리퍼블릭이마트,의약·화장품 소매,전북특별자치도,군산시,경암동,126.73400737749,35.9831616224345
믹앤스타자산,부동산 서비스,전북특별자치도,익산시,인화동,126.947840028608,35.9314886401196
도담건축사사무소,기술 서비스,전북특별자치도,전주시 완산구,효자5동,127.109349408817,35.8176130128699
비허밍스터디카페,도서관·사적지,전북특별자치도,전주시 덕진구,호성동,127.150628851996,35.8612973617788
개구리반찬,식료품 소매,전북특별자치도,전주시 덕진구,팔복동,127.105708139381,35.8504491085574
역전할머니맥주,주점,전북특별자치도,전주시 덕진구,호성동,127.154188635823,35.8585800721508
청주본가,한식,전북특별자치도,완주군,봉동읍,127.123829630284,35.9569772930275
탑이벤트기획,기타 사업 서비스,전북특별자치도,익산시,오산면,126.919565550626,35.9154579018658
해물짬뽕,중식,전북특별자치도,부안군,부안읍,126.731327447735,35.719602237224
공동작업장,기타 사업 서비스,전북특별자치도,익산시,남중동,126.958936721889,35.9446961589032
정다화스킨케어,이용·미용,전북특별자치도,전주시 덕진구,호성동,127.151944491104,35.8603133386071
예그리나,일반 숙박,전북특별자치도,익산시,인화동,126.955210204783,35.9295899909022
채움,이용·미용,전북특별자치도,군산시,수송동,126.71920939097,35.9629042021903
슬기로운공인중개사사무소,부동산 서비스,전북특별자치도,전주시 덕진구,혁신동,127.061829253274,35.8398989416003
혜영이왁싱샵,이용·미용,전북특별자치도,전주시 완산구,효자5동,127.102167921836,35.8349054875925
부안,스포츠 서비스,전북특별자치도,부안군,부안읍,126.732436712372,35.7084649667618
소망약국,의약·화장품 소매,전북특별자치도,고창군,해리면,126.541275881643,35.4590879418587
브람스팬션,일반 숙박,전북특별자치도,정읍시,내장상동,126.896525658353,35.5271979424399
송천카레시장통닭,기타 간이,전북특별자치도,전주시 덕진구,송천2동,127.118017600852,35.8576116402497
터공인중개사사무소,부동산 서비스,전북특별자치도,전주시 덕진구,인후1동,127.154091169337,35.836814872945
대왕청소,청소·방제,전북특별자치도,전주시 덕진구,팔복동,127.108459183826,35.8546104571667
고향마트,종합 소매,전북특별자치도,진안군,진안읍,127.436291665093,35.7936726938166
서울가스,연료 소매,전북특별자치도,전주시 완산구,효자1동,127.134022365238,35.8025820315604
백산떡방앗간,기타 간이,전북특별자치도,김제시,요촌동,126.893091276359,35.8294397372646
동컴PC샵,가전·통신 소매,전북특별자치도,익산시,어양동,126.984370402526,35.9562560776703
격포어촌계수산물회센타A-14,한식,전북특별자치도,부안군,변산면,126.470299031591,35.6234900888667
복지건축사사무소,기술 서비스,전북특별자치도,장수군,장수읍,127.520499687872,35.6480809637249
제일낚시,오락용품 소매,전북특별자치도,전주시 완산구,평화2동,127.126365931043,35.781275420131
하나문화협동조합,고용 알선,전북특별자치도,전주시 완산구,효자4동,127.108335346794,35.8042392072985
휴민행정사합동사무소전주분사무소,법무관련 ,전북특별자치도,전주시 덕진구,진북동,127.143628660082,35.8289598495568
튼튼영어마스터클럽평화제2어학원,기타 교육,전북특별자치도,전주시 완산구,평화2동,127.132082650012,35.7870283636076
군산카리스공인중개사사무소,부동산 서비스,전북특별자치도,군산시,수송동,126.723871636298,35.9642939111854
비젼인테리어,전문 디자인,전북특별자치도,익산시,마동,126.95671141137,35.9402702770168
갈비집,한식,전북특별자치도,전주시 덕진구,인후3동,127.1656106658,35.8249750457894
대성종합식품,한식,전북특별자치도,전주시 완산구,풍남동,127.1494633619,35.8184080013565
네일살롱미닝,이용·미용,전북특별자치도,전주시 덕진구,송천1동,127.128887166703,35.8630800969711
엘배강,주점,전북특별자치도,군산시,경암동,126.734026298826,35.9808274697198
태양당구클럽,스포츠 서비스,전북특별자치도,고창군,고창읍,126.697219087761,35.4328919505479
샛별다방,비알코올 ,전북특별자치도,남원시,인월면,127.603264053753,35.4618229843313
동신인력,고용 알선,전북특별자치도,정읍시,연지동,126.84576917391,35.5707125841073
고사랑,장식품 소매,전북특별자치도,전주시 완산구,서서학동,127.145481070316,35.8009374267281
맹구네,한식,전북특별자치도,고창군,심원면,126.555821158423,35.5364378520293
빅애플아울렛,섬유·의복·신발 소매,전북특별자치도,익산시,팔봉동,127.02215130731,35.9699899383224
소풍가요주점,주점,전북특별자치도,전주시 완산구,중화산1동,127.124208062395,35.8161205106303
그리즐리2017,주점,전북특별자치도,전주시 덕진구,덕진동,127.127471508218,35.8432900438937
시맨스선원휴게실,종합 소매,전북특별자치도,군산시,소룡동,126.592406351016,35.9746530722073
김밥나라빨간오뎅,기타 간이,전북특별자치도,순창군,순창읍,127.142360296858,35.3765485554877
까투리,주점,전북특별자치도,군산시,소룡동,126.682038424488,35.9768797371198
전북유나이티드협동조합,기타 교육,전북특별자치도,전주시 덕진구,인후3동,127.162077597238,35.829017500592
GS25정읍해피점,종합 소매,전북특별자치도,정읍시,내장상동,126.874909385986,35.5596603726307
전북플라워가든연구소,기타 교육,전북특별자치도,완주군,이서면,127.05797267761,35.8334388425224
써씨헤어,이용·미용,전북특별자치도,군산시,나운2동,126.700874582862,35.9626526185003
오블리네일,이용·미용,전북특별자치도,군산시,신풍동,126.700866163976,35.9737017353076
솔내스포츠,오락용품 소매,전북특별자치도,전주시 덕진구,송천2동,127.117782397156,35.8632627347368
대둔산기념품매장,장식품 소매,전북특별자치도,완주군,운주면,127.329486969609,36.1166462171253
지정환임실치즈피자동산,기타 간이,전북특별자치도,전주시 덕진구,여의동,127.082796855035,35.8753597180735
씨유김제봉남점,종합 소매,전북특별자치도,김제시,봉남면,126.962639503298,35.7537842252789
빅코인노래연습장,유원지·오락,전북특별자치도,익산시,신동,126.957841762857,35.9612695973537
에벤에셀,인쇄·제품제작,전북특별자치도,익산시,마동,126.962570669648,35.947545271248
왕만족,한식,전북특별자치도,전주시 덕진구,송천2동,127.113046172779,35.8650427541855
군산멘토즈스터디카페,도서관·사적지,전북특별자치도,군산시,수송동,126.736071799224,35.9625909891825
신중화루,중식,전북특별자치도,전주시 덕진구,여의동,127.080446724746,35.8728468205541
마왕족발,한식,전북특별자치도,전주시 덕진구,덕진동,127.111642868477,35.843386904579
법인지마트,종합 소매,전북특별자치도,군산시,수송동,126.727248771067,35.968699664122
뉴서울세차장,자동차 수리·세차,전북특별자치도,부안군,행안면,126.72575177428,35.7179853946163
한솔공인중개사사무소,부동산 서비스,전북특별자치도,전주시 완산구,중화산2동,127.120169274466,35.8161516537185
푸스케어전주,이용·미용,전북특별자치도,전주시 완산구,효자5동,127.108748774817,35.8153423803524
소망공인중개사사무소,부동산 서비스,전북특별자치도,군산시,조촌동,126.740191697904,35.9671872711739
오봉집군산,기타 간이,전북특별자치도,군산시,수송동,126.716660299016,35.9689364884864
보람정육점,종합 소매,전북특별자치도,군산시,나운1동,126.700924212111,35.9700699062771
푸른산부인과여성의원,의원,전북특별자치도,전주시 완산구,효자5동,127.102962931513,35.8248828100619
법인이든바이오,기타 교육,전북특별자치도,완주군,고산면,127.179148316336,35.9690020821104
빽다방전주,비알코올 ,전북특별자치도,전주시 덕진구,조촌동,127.074313234367,35.8739773370169
대보유통부안주유소목포,연료 소매,전북특별자치도,부안군,주산면,126.732205437837,35.6718725989274
명성할인마트,종합 소매,전북특별자치도,전주시 완산구,삼천1동,127.128876558444,35.8017675084586
카페루앤비,비알코올 ,전북특별자치도,군산시,나운3동,126.678033450466,35.9583396821595
크로커다일레이디전주,섬유·의복·신발 소매,전북특별자치도,전주시 덕진구,인후1동,127.156483923114,35.8378482270113
쩡's키친,기타 간이,전북특별자치도,남원시,향교동,127.383252574377,35.4172148432692
대경중소기업컨설팅,본사·경영 컨설팅,전북특별자치도,익산시,남중동,126.953723801368,35.95123727585
현대밧테리,자동차 수리·세차,전북특별자치도,전주시 덕진구,호성동,127.1441653797,35.8686955673254
옛날통닭,기타 간이,전북특별자치도,익산시,중앙동,126.950858244542,35.9427915025093
송희네집,한식,전북특별자치도,부안군,변산면,126.471453258574,35.6292543212761
신일마트,종합 소매,전북특별자치도,전주시 완산구,삼천2동,127.12982130027,35.797647719376
홍콩모텔,일반 숙박,전북특별자치도,남원시,도통동,127.394857983605,35.4240725072746
네일누베,이용·미용,전북특별자치도,전주시 완산구,서신동,127.12584773389,35.8314131806743
더탱글,기타 간이,전북특별자치도,익산시,동산동,126.968595002629,35.9325413066037
타우요가동산점,기타 교육,전북특별자치도,전주시 덕진구,여의동,127.077034230919,35.8708302509768
지앤미미용실,이용·미용,전북특별자치도,전주시 완산구,효자3동,127.113895431411,35.8085330899207
엠엘엠지,비알코올 ,전북특별자치도,정읍시,초산동,126.849000894739,35.5592161115351
의황한방건강원,식료품 소매,전북특별자치도,고창군,신림면,126.703368868468,35.4916095682534
스마트통신,가전·통신 소매,전북특별자치도,전주시 완산구,효자4동,127.103019670363,35.8088403180285
에스엠네이션스,식료품 소매,전북특별자치도,전주시 덕진구,여의동,127.07640791533,35.8412604682799
퍼스트인더스트리,가전·통신 소매,전북특별자치도,정읍시,북면,126.884782362756,35.5973534181582
랄프로렌,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,서신동,127.121834922235,35.8344635683688
네네치킨진북,기타 간이,전북특별자치도,전주시 덕진구,진북동,127.138664019628,35.8315342663864
전주가맥,주점,전북특별자치도,전주시 완산구,풍남동,127.148315407202,35.8199505778606
모던청와,비알코올 ,전북특별자치도,군산시,월명동,126.706707072955,35.9862432941825
얌스봉동,기타 간이,전북특별자치도,완주군,봉동읍,127.122207231145,35.9615752762781
김밥7,기타 간이,전북특별자치도,김제시,검산동,126.903481050057,35.8038977817832
현인테리어,전문 디자인,전북특별자치도,익산시,춘포면,127.016016350912,35.9502357380689
시골건강원,식료품 소매,전북특별자치도,고창군,대산면,126.598826782521,35.3407517823409
밸런스,기타 보건,전북특별자치도,전주시 완산구,서신동,127.125555892575,35.828817860988
아이러브제이,섬유·의복·신발 소매,전북특별자치도,전주시 덕진구,송천1동,127.129488826351,35.8654046840074
현대옥군산대점,한식,전북특별자치도,군산시,나운3동,126.687167806397,35.94702628195
천마장어수산,한식,전북특별자치도,전주시 덕진구,송천1동,127.129488826351,35.8654046840074
롤링파스타군산,서양식,전북특별자치도,군산시,수송동,126.717665442775,35.9637567538857
영대산업개발,운송장비 대여,전북특별자치도,장수군,산서면,127.411640126336,35.6013290838132
다온시스템에어컨,가전제품 수리,전북특별자치도,전주시 완산구,삼천2동,127.121822636695,35.7974487990493
더카몰셀프세차장,자동차 수리·세차,전북특별자치도,익산시,동산동,126.973739847277,35.9233949096014
제이엠헤어,이용·미용,전북특별자치도,군산시,흥남동,126.723125117544,35.9780720717158
핑다이어트,식료품 소매,전북특별자치도,전주시 완산구,효자5동,127.100595825056,35.834546310459
라포세트,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,중화산2동,127.121190759984,35.8184398302222
라인헤어,이용·미용,전북특별자치도,군산시,임피면,126.866494969721,35.9625365777945
사랑기획,광고,전북특별자치도,군산시,미성동,126.678567429702,35.9688134621699
정읍시우리밀및맥류생산자,식료품 소매,전북특별자치도,정읍시,수성동,126.857846429535,35.5844361473316
엔투,섬유·의복·신발 소매,전북특별자치도,정읍시,시기동,126.851689890796,35.5664478627889
이디야커피함열점,비알코올 ,전북특별자치도,익산시,함열읍,126.961909600288,36.077673926009
고무인카페남중점,비알코올 ,전북특별자치도,익산시,남중동,126.956771074176,35.9528155836708
대원수학전문학원,일반 교육,전북특별자치도,전주시 완산구,서신동,127.115626796957,35.835109594608
다담송,한식,전북특별자치도,익산시,남중동,126.961019018539,35.9474366283697
청자다방,비알코올 ,전북특별자치도,남원시,도통동,127.398594944502,35.418201693464
헤라모텔,일반 숙박,전북특별자치도,정읍시,내장상동,126.860972342157,35.5632683286054
서부원조떡,기타 간이,전북특별자치도,전주시 완산구,효자1동,127.127222339008,35.8050769041579
서영노래연습장,유원지·오락,전북특별자치도,부안군,진서면,126.603825373348,35.589186498493
새현공인중개사사무소,부동산 서비스,전북특별자치도,전주시 덕진구,진북동,127.135739121091,35.8297170632211
지리산수퍼,종합 소매,전북특별자치도,남원시,인월면,127.590782833205,35.4513214870841
바른몸복원센터,욕탕·신체관리,전북특별자치도,전주시 완산구,효자5동,127.110895720613,35.8155567215921
명성커텐지업사,철물·건설자재 소매,전북특별자치도,익산시,함열읍,126.957600419727,36.0807816941915
대박상회,섬유·의복·신발 소매,전북특별자치도,정읍시,시기동,126.853997233376,35.5654051734395
고기랑야채랑,한식,전북특별자치도,전주시 덕진구,인후3동,127.167899588198,35.8240976490969
남윤카센타,자동차 수리·세차,전북특별자치도,군산시,신풍동,126.701310259439,35.9735406194685
도연텔레콤,가전·통신 소매,전북특별자치도,군산시,수송동,126.719150187841,35.9702311076798
더푸드시스템,구내식당·뷔페,전북특별자치도,군산시,소룡동,126.608187211905,35.9649452999995
하동오투공인중개사,부동산 서비스,전북특별자치도,김제시,요촌동,126.892874307667,35.8097109534662
정건심야전기보일러,철물·건설자재 소매,전북특별자치도,익산시,신동,126.953073113256,35.9644401897307
중앙시계점,시계·귀금속 소매,전북특별자치도,고창군,해리면,126.540831918696,35.4596721024107
낙지마당아중점,한식,전북특별자치도,전주시 덕진구,인후3동,127.165742187925,35.835005867815
장성슈퍼,종합 소매,전북특별자치도,익산시,마동,126.967074832947,35.9373715646092
온누리철물농자재,철물·건설자재 소매,전북특별자치도,고창군,상하면,126.490573233048,35.4426701479356
정일각,중식,전북특별자치도,정읍시,농소동,126.826731513012,35.5848641089358
팔랑개비,비알코올 ,전북특별자치도,전주시 완산구,풍남동,127.147817345799,35.8198971157703
화산열쇠,철물·건설자재 소매,전북특별자치도,전주시 완산구,중화산2동,127.124441333416,35.8166970762365
미쁘다뷰티,의약·화장품 소매,전북특별자치도,전주시 덕진구,덕진동,127.111855015724,35.8446935295183
서림주유소,연료 소매,전북특별자치도,전주시 덕진구,호성동,127.151473153093,35.8628013937295
정기수산,식료품 소매,전북특별자치도,고창군,심원면,126.559096672634,35.5343138027154
드림디포,오락용품 소매,전북특별자치도,군산시,임피면,126.866583730865,35.9624916145709
슬기네청과,식료품 소매,전북특별자치도,익산시,남중동,126.956894196498,35.9506165999821
업소명없음,식료품 소매,전북특별자치도,익산시,평화동,126.945235107748,35.9326500846827
스마일재활용,중고 상품 소매,전북특별자치도,익산시,동산동,126.959874562403,35.9311417804757
도건시스템,가전·통신 소매,전북특별자치도,전주시 덕진구,인후2동,127.144748852276,35.842477369464
참조은주유소,연료 소매,전북특별자치도,완주군,삼례읍,127.125509963512,35.9120215485663
조흥약국,의약·화장품 소매,전북특별자치도,군산시,중앙동,126.719322562445,35.98417359841
옷짱멋짱,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,노송동,127.144741359559,35.8261646124358
비앤씨산업개발,시설관리,전북특별자치도,전주시 완산구,중화산2동,127.122378389972,35.8207909162891
정농산,식료품 소매,전북특별자치도,전주시 완산구,효자4동,127.105418059494,35.7985277921634
와그너치킨,기타 간이,전북특별자치도,정읍시,내장상동,126.870969768457,35.5608639617021
화요옥국선생군산,식료품 소매,전북특별자치도,군산시,수송동,126.713511608942,35.9566902297341
믿을수정수기,가전·통신 소매,전북특별자치도,전주시 완산구,중화산2동,127.118386170751,35.8150809225164
뜰안채,한식,전북특별자치도,정읍시,태인면,126.94338497082,35.6512562914483
백수진미의원,의원,전북특별자치도,전주시 완산구,중앙동,127.144061806944,35.8175583989652
현대파크장,일반 숙박,전북특별자치도,정읍시,연지동,126.845619886444,35.5737768027027
씨유서곡,종합 소매,전북특별자치도,전주시 완산구,효자5동,127.101005312646,35.8345279418517
가위바위보,오락용품 소매,전북특별자치도,전주시 완산구,평화2동,127.133215792474,35.7833319258498
효성모터스,자동차 수리·세차,전북특별자치도,전주시 덕진구,팔복동,127.0873088536,35.8597918777025
어울림헤어,이용·미용,전북특별자치도,전주시 완산구,효자3동,127.116565390589,35.8033392594944
선유스토리,서양식,전북특별자치도,군산시,옥도면,126.410391536277,35.8141889463523
천왕봉가게맥주,주점,전북특별자치도,남원시,산내면,127.579721343147,35.3741151096718
삐에로,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,중앙동,127.142448868237,35.8252210291403
바른한의원,의원,전북특별자치도,전주시 덕진구,송천1동,127.127796351301,35.8732744325873
머우내,한식,전북특별자치도,진안군,진안읍,127.431555816409,35.793437432889
굳웰잉크충전방,오락용품 소매,전북특별자치도,전주시 덕진구,송천2동,127.120041455886,35.8561856529143
삼마테크,기타 상품 소매,전북특별자치도,전주시 덕진구,조촌동,127.038385398,35.88470106183
수지뷰티,의약·화장품 소매,전북특별자치도,전주시 완산구,효자5동,127.101855532593,35.8329590347925
세무사원정현사무소,회계·세무,전북특별자치도,익산시,어양동,126.981609095525,35.961374729332
산천초목,한식,전북특별자치도,순창군,순창읍,127.142573943276,35.3728799040746
창조종합기획,인쇄·제품제작,전북특별자치도,익산시,남중동,126.957285111192,35.9450921290106
메종드진리,한식,전북특별자치도,전주시 완산구,효자5동,127.098097538446,35.82803227488
행복슈퍼,종합 소매,전북특별자치도,남원시,대산면,127.304573706852,35.4264430384401
신날개,한식,전북특별자치도,완주군,이서면,127.056569497015,35.8368462680788
길거리야,기타 간이,전북특별자치도,익산시,신동,126.956998100607,35.9634142477309
세차마스터,자동차 수리·세차,전북특별자치도,부안군,부안읍,126.725115890038,35.7229319297439
아씨머리방,이용·미용,전북특별자치도,전주시 덕진구,우아2동,127.16527991513,35.8415856799393
펌스헤어,이용·미용,전북특별자치도,익산시,삼성동,126.987839702736,35.9578787117542
고창해성수산,한식,전북특별자치도,전주시 덕진구,우아2동,127.169141768709,35.835821275608
터미널매점,종합 소매,전북특별자치도,무주군,무주읍,127.664337743212,36.0047063828231
은혜회관,한식,전북특별자치도,진안군,진안읍,127.423145654019,35.7886996725505
째보식당,한식,전북특별자치도,군산시,월명동,126.708786547801,35.9876723063298
근영홈마트,종합 소매,전북특별자치도,전주시 완산구,중화산2동,127.125051610204,35.8177689430287
형제가구,가구 소매,전북특별자치도,익산시,인화동,126.950155251791,35.932733340281
망원동티라미수전주,기타 간이,전북특별자치도,전주시 완산구,효자5동,127.10165523342,35.823432894887
농민의집,기타 상품 소매,전북특별자치도,진안군,진안읍,127.4306982666,35.7923680120926
신포우리만두,기타 간이,전북특별자치도,전주시 완산구,서신동,127.11650935959,35.8255734250947
란초밥,일식,전북특별자치도,익산시,영등2동,126.980012319656,35.9631949776919
일요신문전북본부,오락용품 소매,전북특별자치도,전주시 완산구,평화2동,127.132739833919,35.7964278269671
영모바일,가전·통신 소매,전북특별자치도,전주시 완산구,서서학동,127.149839625434,35.8066460768749
세무사국윤화사무소,회계·세무,전북특별자치도,전주시 덕진구,송천2동,127.121283485672,35.864827432754
엘케이세븐,부동산 서비스,전북특별자치도,전주시 덕진구,여의동,127.082136156172,35.8574973255439
크린토피아전주신시가지,세탁,전북특별자치도,전주시 완산구,효자5동,127.100003561487,35.8212081680065
하나로카센타,자동차 수리·세차,전북특별자치도,익산시,동산동,126.977849432228,35.9276315894868
설레임여행사,여행사·보조,전북특별자치도,익산시,영등2동,126.96951569464,35.958983981485
신세대용품점,자동차 부품 소매,전북특별자치도,전주시 덕진구,호성동,127.160555697491,35.8646281561201
쉴만한물가,일반 숙박,전북특별자치도,진안군,백운면,127.420787982731,35.6833409760815
이소헌서예과외교습소,기타 교육,전북특별자치도,익산시,신동,126.961833837514,35.9585942512448
문은숙헤어,이용·미용,전북특별자치도,김제시,신풍동,126.902860815555,35.7953623168574
사파이어,비알코올 ,전북특별자치도,익산시,삼성동,126.989801376102,35.9608349613457
한국종합주방,기타 생활용품 소매,전북특별자치도,전주시 덕진구,팔복동,127.098511154224,35.8403341124366
세탁플러스,세탁,전북특별자치도,부안군,부안읍,126.740417258901,35.7214247330353
솔헤어,이용·미용,전북특별자치도,남원시,금동,127.371494120345,35.4005682214325
소주한잔,주점,전북특별자치도,군산시,미성동,126.684348253812,35.9676211534773
동명기획,광고,전북특별자치도,완주군,봉동읍,127.132139757549,35.9348699977066
군산해물찜,한식,전북특별자치도,군산시,조촌동,126.735656618641,35.9740718162825
